paper_id,conference,analysis_stratum,kind,label,page,module,placement,width,purpose,caption_words,caption_moves,caption_headline_bold,caption_self_contained,caption_main_finding,types,panels,series,legend_items,annotations,data_marks_estimate,complexity,font_family,font_family_class,font_size_min,font_size_median,font_size_max,font_weight,font_style,typography_provenance,typography_confidence,color_mode,color_count,palette_hex,color_provenance,redundant_encoding,grayscale_safe,rendering,x_scale,y_scale,grid,legend_present,legend_placement,shared_legend,direct_labels,marker_types,line_styles,hatching,reference_lines,uncertainty_display,line_width_pt,table_rows,table_columns,table_header_levels,table_row_groups,decimal_precision,table_rules,highlighting,table_uncertainty,table_uncertainty_modes
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 3,22,appendix F.1,appendix,inset,mechanism|qualitative_evidence,30,title|setup|encoding_key,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.5,7.5,8.0,mixed,,pdf_object,high,mixed,,,,,,,,,,,,,,,,,,,,16,6,2,1,1,booktabs,cell_color,"No per-bin denominator, interval, or repeat-level uncertainty is given.",unclassified
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 4,25,appendix F.4,appendix,inset,mechanism|qualitative_evidence,34,title|setup|encoding_key|comparison|main_finding,0,1,1,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.5,7.5,8.0,mixed,,pdf_object,high,mixed,,,,,,,,,,,,,,,,,,,,7,6,2,1,1,booktabs,cell_color,No uncertainty or interval; quintile cells are point averages.,point_only_or_undefined
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 5,26,appendix G.1,appendix,inset,robustness|ablation|main_comparison,24,title|setup|encoding_key|comparison|main_finding,0,1,1,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.0,7.0,7.5,mixed,,pdf_object,high,mixed,,,,,,,,,,,,,,,,,,,,2,6,2,0,1,booktabs,cell_color,"No N, repetition count, interval, or dispersion is shown.",unclassified
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 6,26,appendix G.1,appendix,inset,ablation|main_comparison|robustness,38,title|setup|encoding_key|comparison,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.0,7.0,7.5,mixed,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,2,6,2,0,1,booktabs,bold,"No interval, repeat count, or uncertainty column is shown.",unclassified
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 7,27,appendix G.2,appendix,inset,robustness|ablation|mechanism,30,title|setup|encoding_key|comparison,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.0,7.0,7.5,mixed,,pdf_object,high,mixed,,,,,,,,,,,,,,,,,,,,5,7,2,2,1,booktabs,cell_color,"No estimator interval, repeated-run dispersion, or sample denominator is displayed.",unclassified
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 8,28,appendix G.3,appendix,inset,robustness|main_comparison|qualitative_evidence,13,title|setup|comparison,0,0,0,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.0,7.0,7.5,mixed,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,2,4,2,0,1,booktabs,none,"No interval, repeated-run spread, or denominator is shown.",unclassified
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 9,29,appendix H,appendix,page_width,method_interface|reproduction|qualitative_evidence,17,title|setup,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.5,7.5,8.0,mixed,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,7,3,1,0,,partial_grid,none,"Not applicable: this is an operational taxonomy, not a numeric estimate.",unclassified
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 10,30,appendix I,appendix,page_width,reproduction|dataset,36,title|setup|encoding_key,0,1,0,table,1,,,,,,Nimbus Roman No9 L|Fira Mono|Computer Modern math,times_like_serif,7.5,7.5,8.0,mixed,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,15,4,1,4,,booktabs,none,Not applicable: metadata rows have no performance uncertainty.,unclassified
iclr-2026-009a09dc4347,ICLR,oral,figure,Figure 1,2,introduction,main,double_column,headline|method_interface|theory_mechanism|experimental_design,13,title,0,0,0,pipeline|conceptual_diagram,3,,0,25,28,3,ArialMT|Arial-BoldMT|SegoeUIEmoji,sans_serif,4.0,6.0,10.0,regular|bold,roman,pdf_object,high,mixed,12,#F5F5F5|#FFF2CC|#D5E8D4|#DAE8FC|#D6B656|#82B366|#6C8EBF|#3399FF|#006633|#825555|#000000|#333333,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,0,2,0,0,none,0.8,,,,,,,,,
iclr-2026-009a09dc4347,ICLR,oral,table,Table 1,7,method,main,double_column,method_interface|theory_mechanism|main_comparison,45,title|setup|encoding_key|comparison|main_finding,0,1,1,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi|Computer Modern Math,computer_modern,6.0,6.0,6.0,regular,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,9,6,1,0,,partial_grid,none,无误差、区间、重复或样本分母；这是公式/结构映射表。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 2,9,results,main,inset,headline|main_comparison|robustness,22,title|setup|comparison|encoding_key,0,0,0,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,7.3,7.3,7.3,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,20,5,1,3,2,partial_grid,bold,所有单元格均为 point estimate；没有 seed、重复运行、标准差、区间、显著性或成本信息。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 3,9,results,main,single_column,main_comparison|robustness,10,title|setup|comparison,0,0,0,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,7.3,7.3,7.3,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,9,9,2,2,2,partial_grid,bold,9 个方法行均为 point estimate；无 seed、重复、误差、区间、显著性、样本分母或成本。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 4,10,results,main,inset,main_comparison|robustness,9,title|setup|comparison,0,0,0,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,7.3,7.3,7.3,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,9,6,2,2,2,partial_grid,bold,9 个方法行均为 point estimate；无误差、重复、区间、显著性、分母或成本。AIME-24 的 0 以整数形式显示。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 5,17,ablation,appendix,double_column,ablation|mechanism|main_comparison,31,title|setup|comparison|main_finding,0,1,1,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,8.7,8.7,8.7,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,1,5,1,0,2,partial_grid,bold,一行 point estimates；未给 seed、重复运行、标准差、区间或不同 n 的成本/样本预算。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 6,17,ablation,appendix,single_column,ablation|main_comparison,11,title|setup|comparison,0,0,0,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,8.7,8.7,8.7,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,1,4,1,0,2,partial_grid,bold,一行 point estimates；无 seed、重复、标准差、区间、judge、成本或训练设置细节。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 7,18,results,appendix,double_column,robustness|main_comparison,26,title|setup|uncertainty_definition|comparison|main_finding,1,0,1,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,10.0,10.0,10.0,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,4,4,1,0,2,booktabs,none,每个 judge 列给出三次运行的 mean ± standard deviation；未给 run seed、评测集、单位或显著性检验。,standard_deviation
iclr-2026-009a09dc4347,ICLR,oral,table,Table 8,18,ablation,appendix,double_column,ablation|mechanism|robustness,45,title|setup|uncertainty_definition|comparison|appendix_pointer,0,1,0,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi,other_or_unknown,10.0,10.0,10.0,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,3,4,1,0,2,booktabs,none,2-player 是 pairwise judge configurations 的平均值，但未给配置数、SD 或区间；3-player 是从 Table 2 复制的 point estimate。,point_only_or_undefined
iclr-2026-009a09dc4347,ICLR,oral,table,Table 9,19,appendix,appendix,double_column,method_interface|reproduction|other,77,title|setup|encoding_key|abbreviation_definition,0,1,0,table,1,,,,,,NimbusRomNo9L-Regu|NimbusRomNo9L-Medi|Computer Modern Math,computer_modern,6.0,6.0,6.0,medium,,pdf_object,high,grayscale,,,,,,,,,,,,,,,,,,,,19,5,1,0,,partial_grid,none,没有性能值或不确定性；这是 19 个文献 objective 的公式目录。,unclassified
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 1,2,introduction,main,page_width,headline|method_interface|experimental_design,48,title|setup|encoding_key|comparison|main_finding,0,1,1,conceptual_diagram|pipeline,1,3,0,14,8,4,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,7.5,10.0,regular|medium|bold,roman|italic,pdf_object,medium,mixed,6,#6F4AA8|#5CB85C|#D9534F|#F3C7A7|#DCEAF4|#FFFFFF,rendered_estimate,1,0,mixed,none,none,none,0,,False,1,,2,0,0,none,1.2,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 2,5,method,main,single_column,method_interface|mechanism|experimental_design,4,title,0,0,0,pipeline|conceptual_diagram,1,,3,8,10,3,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,7.0,9.0,regular|medium|bold,roman|italic,pdf_object,medium,mixed,5,#D9534F|#4CAF50|#A8D5BA|#9AA9B8|#222222,rendered_estimate,1,1,vector,time,none,none,1,图顶部的三色状态 key,False,1,,2,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 3,7,results,main,single_column,headline|main_comparison,8,title,0,0,0,bar,1,1,0,11,11,2,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,7.0,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,1,#9B7BC4,rendered_estimate,0,0,vector,categorical,linear,none,0,,False,1,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 4,7,ablation,main,single_column,ablation|main_comparison,6,title|comparison,0,0,0,bar,1,2,2,8,8,2,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,7.0,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,2,#A88AD2|#2A9D8F,rendered_estimate,1,0,vector,categorical,linear,none,1,图顶部/右上方,False,1,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 5,7,results,main,single_column,headline|main_comparison,11,title|setup|comparison,0,1,0,bar,1,1,0,4,4,1,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,7.0,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,1,#B79AD8,rendered_estimate,0,0,vector,categorical,linear,none,0,,False,1,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 6,8,ablation,main,single_column,ablation|main_comparison,16,title|setup|comparison,0,1,0,bar,1,1,0,4,4,1,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,7.0,9.0,regular|medium|bold,roman|italic,pdf_object,medium,sequential,1,#9A79C4,rendered_estimate,1,1,vector,categorical,linear,none,0,,False,1,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 7,8,ablation,main,single_column,ablation|robustness,21,title|setup|comparison,0,1,0,bar,1,2,2,0,12,2,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,6.8,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,2,#B8A0D9|#6D5A97,rendered_estimate,1,0,vector,categorical,linear,none,1,上方/右上方,False,0,,0,1,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 8,9,results,main,page_width,qualitative_evidence|mechanism|experimental_design,62,title|setup|encoding_key|comparison,0,1,0,qualitative_grid|pipeline|other,4,,0,30,20,5,Nunito|MesloLGL Nerd Font|Nimbus Roman No9 L|DejaVu Sans,times_like_serif,5.0,6.5,9.0,regular|medium|bold,roman|monospace,pdf_object,medium,mixed,5,#DCECF7|#F6D7B7|#E8E8E8|#C9B9E6|#FFFFFF,rendered_estimate,1,0,mixed,none,none,none,0,,False,1,,2,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 9,19,appendix,appendix,page_width,experimental_design|reproduction,6,title|setup,0,1,0,other,1,,0,12,0,3,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,9.0,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#111111|#F3F3F3|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 10,20,appendix,appendix,page_width,experimental_design|reproduction,7,title|setup,0,1,0,other,1,,0,6,0,2,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,9.0,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#111111|#F3F3F3|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 11,20,appendix,appendix,single_column,robustness|experimental_design,14,title|setup|comparison,0,1,0,histogram|bar,1,2,2,0,12,2,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,6.8,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,2,#9FC9E8|#4A8BC5,rendered_estimate,1,1,vector,categorical,linear,none,1,上方/右上方,False,0,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 12,21,appendix,appendix,single_column,experimental_design|reproduction,13,title|setup|comparison,0,1,0,qualitative_grid|other,2,,0,8,0,3,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,9.0,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#111111|#F3F3F3|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 13,21,appendix,appendix,page_width,experimental_design|reproduction,25,title|setup|comparison,0,1,0,other,1,,0,12,0,3,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,9.0,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#111111|#F3F3F3|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 14,23,appendix,appendix,page_width,robustness|experimental_design,19,title|setup|comparison,0,1,0,bar|histogram,3,2,2,3,36,3,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,6.7,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,2,#9FC9E8|#4A8BC5,rendered_estimate,1,1,vector,categorical,linear,none,1,整图共享图例,True,0,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 15,24,appendix,appendix,page_width,robustness|main_comparison,16,title|setup|comparison,0,1,0,bar,1,3,3,0,33,2,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,6.8,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,3,#D7C3EA|#9FC9E8|#4D5AA8,rendered_estimate,1,0,vector,categorical,linear,none,1,上方/右上方,False,0,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 16,24,appendix,appendix,single_column,robustness|main_comparison,17,title|setup|comparison,0,1,0,bar,1,3,3,0,12,2,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,6.8,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,3,#D7C3EA|#9FC9E8|#4D5AA8,rendered_estimate,1,0,vector,categorical,linear,none,1,上方/右上方,False,0,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 17,25,appendix,appendix,page_width,mechanism|experimental_design,39,title|setup|encoding_key|comparison,0,1,0,bar,4,1,0,4,40,4,Nimbus Roman No9 L|DejaVu Sans|Nunito|MesloLGL Nerd Font,times_like_serif,5.0,6.7,9.0,regular|bold,roman|monospace,pdf_object,medium,categorical,1,#4A8BC5,rendered_estimate,1,1,vector,categorical,linear,none,0,,False,0,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 18,27,appendix,appendix,single_column,efficiency_cost|failure|robustness,19,title|setup|comparison,0,1,0,histogram|bar,1,2,2,4,100,3,Nimbus Roman No9 L|Nunito|DejaVu Sans|MesloLGL Nerd Font|Computer Modern math,times_like_serif,5.5,6.8,9.0,regular|medium|bold,roman|italic,pdf_object,medium,categorical,2,#7B55A6|#AFAFAF,rendered_estimate,1,1,vector,linear,linear,none,1,左上/图内,False,0,,0,0,0,none,0.8,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 19,29,appendix,appendix,page_width,failure|qualitative_evidence,15,title|setup,0,1,0,other,1,,0,20,0,4,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,8.5,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#6B6B6B|#F1F1F1|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 20,29,appendix,appendix,page_width,failure|qualitative_evidence,17,title|setup,0,1,0,other,1,,0,20,0,4,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,8.5,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#6B6B6B|#F1F1F1|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 21,32,appendix,appendix,page_width,failure|qualitative_evidence|mechanism,18,title|setup,0,1,0,other,1,,0,20,0,4,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,8.5,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#6B6B6B|#F1F1F1|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 22,35,appendix,appendix,page_width,mechanism|qualitative_evidence|reproduction,29,title|setup,0,1,0,other,1,,0,20,0,4,Nimbus Roman No9 L|MesloLGL Nerd Font|Nunito,times_like_serif,5.0,6.2,8.5,regular|bold,roman|monospace,pdf_object,medium,grayscale,3,#6B6B6B|#F1F1F1|#FFFFFF,rendered_estimate,1,1,mixed,none,none,none,0,,False,1,,0,0,0,none,1.0,,,,,,,,,
