paper_id,conference,analysis_stratum,kind,label,page,placement,caption_start,x0,top,x1,bottom,caption_fonts,caption_size_median
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 6,26,appendix,ComparingperformanceinSconversationsofGPT-4ogivennosystemprompt,107.691,251.025,140.585,260.988,NimbusRomNo9L-Regu,9.963
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 7,27,appendix,Unreliabilityofmodelswhenchangingassistanttemperature(AT)andusertemperature,107.691,181.024,140.758,190.987,NimbusRomNo9L-Regu,9.963
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 8,28,appendix,"PerformanceonthetranslationtaskforF,C,andS",107.691,148.123,141.621,158.086,NimbusRomNo9L-Regu,9.963
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 9,29,appendix,Definitionofturncategories.Weincludethedescriptionintheprompttocategorizeassistant,107.691,349.891,139.08,359.854,NimbusRomNo9L-Regu,9.963
iclr-2026-a6ddc629568b,ICLR,outstanding,table,Table 10,30,appendix,"Specificmodelversionsusedaspartofourexperiments.Foreachmodel,wedefinethe",107.691,318.87,145.585,328.833,NimbusRomNo9L-Regu,9.963
iclr-2026-a6ddc629568b,ICLR,outstanding,figure,Figure 10,34,appendix,Examplesimulatedmulti-turnconversationfortheMathtask.Thisconversationsimulation,108.0,289.689,148.03,299.652,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,figure,Figure 1,2,main,Overviewofthetwo-playerbaselineandourmultiplayerMNPOtrainingparadigm.,119.596,271.836,155.85,281.799,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 1,7,main,Time-dependentMNPOrecoversmanyexistingofflineoronlinepreferenceoptimization,107.691,90.768,140.38,100.731,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 2,9,main,Performanceofvariousmodelsoninstruction-followingandpreference-alignmentbench-,107.691,90.768,140.198,100.731,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 3,9,main,"Modelperformanceoninstruction,knowledge,andcommonsensebenchmarks.",130.251,325.761,162.38,335.724,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 4,10,main,Modelperformanceonmathandcodingbenchmarks.,181.732,90.768,213.861,100.731,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 5,17,appendix,"Ablationonthenumberofplayers(n)inTD-MNPO,wherewereportAlpacaEval2.0(length-",107.691,90.768,138.729,100.731,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 6,17,appendix,AblationonDifferentBaseModels.AlpacaEval2.0(LC)results.,158.435,176.506,190.564,186.469,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 7,18,appendix,Meanandstandarddeviationofmodelperformanceacrossthreerunsunderdifferent,107.691,90.878,139.573,100.841,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 8,18,appendix,Ablationof2-playervs.3-playerHT-MNPOonAlpacaEval2.0.2-playerscoresare,107.691,204.061,141.479,214.024,NimbusRomNo9L-Regu,9.963
iclr-2026-009a09dc4347,ICLR,oral,table,Table 9,19,appendix,"VariouspreferenceoptimizationobjectivesgivenpreferencedataD=(x,y+,y−),where",107.691,91.946,140.198,101.909,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 1,2,main,"CyberGymincludes1,507instancesfromreal-worldvulnerabilitiesacross188diverse",108.0,181.109,145.324,191.072,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 1,3,main,ComparingCyberGymwithexistingcybersecuritybenchmarksforAIagents.,133.299,299.893,165.428,309.856,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 2,5,main,OSS-Fuzzlifecycle.,365.086,578.428,401.34,588.391,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 3,7,main,ResultsofvariousLLMswithOpenHands.,298.078,316.437,333.519,326.4,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 4,7,main,Withandwithoutthinking.,351.362,432.163,387.616,442.126,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 5,7,main,Successratesofdifferent,365.398,604.973,401.408,614.936,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 2,8,main,"Successrates,samplesizes,andstatistical",305.691,142.804,337.109,152.767,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 6,8,main,SuccessratesofOpen-,365.398,342.115,403.586,352.078,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 7,8,main,SuccessratesofOpen-,365.398,534.252,403.586,544.215,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 8,9,main,Anexamplewheretheagentsuccessfullyreproducesthetargetvulnerabilitybasedon,108.0,294.307,145.487,304.27,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 3,16,appendix,StatisticsofCyberGym’sbenchmarkinstances.,194.016,247.764,226.145,257.727,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 4,17,appendix,AllcrashtypesinCyberGymandthecorresponding,186.89,225.966,218.328,235.929,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 5,18,appendix,"AllprojectsinCyberGym,includinglinkstotheirhomepages,primaryprogramming",107.691,180.068,141.489,190.031,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 9,19,appendix,Promptforfilteringvulnerabilities.,216.591,714.295,252.845,724.258,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 10,20,appendix,Promptforrephrasingcommitmessages.,202.071,220.179,243.306,230.142,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 11,20,appendix,DistributionofPoClengthsfortheauditedsubsetversusthefulldataset.,139.287,535.716,180.522,545.679,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 12,21,appendix,Taskpromptdirectlyprovidedtotheagentsastheuserquery.,161.369,185.428,202.604,195.391,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 13,21,appendix,"TemplateoftheREADME.mdfileprovidedintheworkspace,withdifferentfilesshownin",108.0,385.654,148.43,395.617,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 6,22,appendix,Modelcheckpoints.,248.944,81.722,281.073,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 7,22,appendix,Commitversionsoftheagents.,226.185,257.612,258.314,267.575,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 14,23,appendix,DistributionsofgroundtruthPoClengthsbymodelforpre-versuspost-knowledge-cutoff,108.0,455.938,148.51,465.901,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 15,24,appendix,Successratesofdifferentmodelswithbalancedresamplingbysoftwareprojectsandcrash,108.0,208.513,148.401,218.476,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 16,24,appendix,Successratesofdifferentagentframeworkswithbalancedresamplingbysoftwareprojects,108.0,362.656,148.235,372.619,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 8,24,appendix,Successratesfortop10crashtypesachievedbyOpenHandswithClaude-Sonnet-4.,121.319,409.48,153.448,419.443,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 17,25,appendix,Top10commandsexecutedbyeachconsideredagentframeworksusingGPT-4.1under,108.0,546.449,149.535,556.412,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,table,Table 9,26,appendix,Quantitativebreakdownofcommonagentfailuremodesandretrievalinefficienciesfor,107.691,453.493,141.063,463.456,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 18,27,appendix,DistributionofresultsforOpenHandswithClaude-Sonnet-4acrossdifferentnumberof,108.0,228.576,149.545,238.539,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 19,29,appendix,"Inthisexample,theagentfailstotriggeracrashandstopsearly.",155.904,81.722,197.139,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 20,29,appendix,"Inthisexample,theagentgeneratesaverylongplaintextoutputandcausesanerror.",115.84,579.819,157.075,589.782,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 21,32,appendix,"Inthisexample,theagentkeepstryingtofindtherelevantfilesandexhaustsmaxsteps.",109.823,511.305,151.058,521.268,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 22,35,appendix,"Inthisexample,OpenHands,usingGPT-4.1,performsstructuredandadvancedmutation",108.0,327.965,148.998,337.928,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 23,37,appendix,"Inthisexample,OpenHands,usingGPT-4.1asthebackbonemodel,successfullycompiles",108.0,81.722,148.245,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 24,40,appendix,"Inthisexample,OpenHands,usingClaude-Sonnet-4,keepsgeneratingdifferentPoCsbut",108.0,614.364,148.666,624.327,NimbusRomNo9L-Regu,9.963
iclr-2026-023366ecf605,ICLR,oral,figure,Figure 25,46,appendix,"Inthisexample,EnIGMA,usingGPT-4.1,keepsgeneratingdifferentPoCsbutnot",108.0,176.142,151.096,186.105,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,figure,Figure 1,2,main,"OverviewofHSD.HSDacceptsthedraftXbyscanningbackwardfromγtoτ,andthenperforms",108.0,241.557,143.65,251.52,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,figure,Figure 2,8,main,GSM8Kquestionwiththegeneratedprefix.Thetextshownistheprintedoutputofthe,108.0,221.988,145.111,231.951,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table 1,9,main,ComparisonofBlockEfficiency(BE)andDecodingSpeed(DS)acrossdatasetsandmodel,107.691,561.996,139.647,571.959,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table 2,10,main,ComparisonofourHSDandtokenwiseverificationinMulti-draftsetting.,141.424,83.714,173.553,93.677,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table 3,10,main,"Ablationsontemperature,draftlength,andtargetmodelsizeonGSM8K.Exceptforthe",107.691,169.265,140.534,179.228,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table 4,10,main,ExtendedexperimentalresultsusingtheLLaMAmodelfamilyandEAGLE-3frameworkon,107.691,273.594,139.227,283.557,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,figure,Figure A.1,23,appendix,Theaverageac-,385.199,674.868,434.586,684.831,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table A.1,28,appendix,ComparisonofdifferentalgorithmperformanceonGSM8KwithQwen-2.5.Welistthe,107.691,81.722,149.777,91.685,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table A.2,28,appendix,Comparisonoftaskperformanceacrossmodelsizesandmethods.,151.83,169.941,193.643,179.904,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table A.3,28,appendix,Ablationoncappingmechanism.,217.538,247.201,259.351,257.164,NimbusRomNo9L-Regu,9.963
iclr-2026-05937b7dc737,ICLR,oral,table,Table A.4,34,appendix,RuntimebreakdownofBlockwiseandHSD.,194.419,149.632,236.232,159.595,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 1,6,main,Overlapbetweenthesignalestimateandthetruesignalasafunctionofαforcontinuous,108.0,352.624,144.433,362.587,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 2,7,main,αasafunctionofaforp∗=1andseveralvaluesofp.Thepointatwhichthecurves,108.0,515.342,144.134,525.305,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 3,8,main,"ComparisonofBBPtransitionsforp=p∗=1.Ontheyaxisweplotϕ,definedas",108.0,398.029,145.18,407.992,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 4,9,main,α(solid)andα(crosses)fortwodifferentvaluesofpasafunctionofa.,130.952,280.77,167.206,290.733,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 5,21,appendix,"InPanel5a,acontinuousBBPisshown:theαcorrespondstothecrossingofthe",108.0,480.245,145.141,490.208,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 6,23,appendix,αasafunctionofaforp∗=2forvariousvaluesofp.Intheinsetweshowα,108.0,655.943,144.533,665.906,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 7,24,appendix,αasafunctionofp∗forp=1anda=0.7,190.065,223.685,226.319,233.648,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 8,24,appendix,OverlapbetweensmallesteigenvectoroftheHessianandthetruesignalasafunctionofα,108.0,679.896,144.075,689.859,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 9,25,appendix,Maximumsquaredmagnetizationm2vs.αfora=0.1.TheBBPtransitionatintialization,108.0,707.804,143.716,717.767,NimbusRomNo9L-Regu,9.963
iclr-2026-061ba26bb9ff,ICLR,oral,figure,Figure 10,26,appendix,"Maximumsquaredmagnetizationm2vs.αfora=2.0.Alsointhediscontinuouscase,",108.0,361.409,149.305,371.372,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 1,4,main,OverviewofpositionIDarchitectureandsupportingevidence.Weidentifythreeprocess-,108.0,343.34,144.254,353.303,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 2,7,main,Testingforrelativevs.absolutespatialcoding.Left:Exampleofeachgridconditionwith,108.0,237.254,144.194,247.217,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 3,7,main,PhotorealisticinterventionresultstargetingthethreepositionIDprocessingstagesas,108.0,575.737,145.619,585.7,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 4,8,main,ColorRetrievalIntervention,345.602,582.535,383.221,592.498,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 5,9,main,Interventionperformanceonspatialreasoningtask.,184.034,262.754,220.288,272.717,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 6,9,main,BindingerroranalysisshowingeffectoffeatureentropyonpositionIDmechanisms.,117.569,595.186,153.823,605.149,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 7,10,main,LinkbetweenbindingerrorsandfailureofpositionIDmechanisms.,150.799,212.246,187.053,222.209,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 8,14,appendix,StimulusconditionforcharacterizingrelativevsabsolutepositionIDs.,145.544,577.492,181.798,587.455,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 9,15,appendix,Imageconfigurationsforinvestigatingbindingerrors.,179.819,361.389,216.073,371.352,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 10,17,appendix,CausalmediationprocedureusedtoidentifyIDretrievalheads.,157.782,387.611,199.017,397.574,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 11,17,appendix,CausalmediationprocedureusedtoidentifyIDselectionheads.,156.423,615.029,197.658,624.992,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 12,18,appendix,Causalmediationprocedureusedtoidentifyfeatureretrievalheads.,149.21,294.196,190.445,304.159,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 13,18,appendix,Illustrationoftheinterventiontestingforrelativevs.absolutespatialcoding.,131.068,717.594,172.303,727.557,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 14,19,appendix,RepresentationalanalysesforQwen2.5-VL-3b.,189.832,326.731,231.067,336.694,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 15,19,appendix,RepresentationalanalysesforQwen2.5-VL-7b.,189.832,504.028,231.067,513.991,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 16,19,appendix,RepresentationalanalysesforQwen2.5-VL-32b.,187.341,681.326,228.576,691.289,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 17,20,appendix,RepresentationalanalysesforLlava1.5-7b.,198.908,244.076,240.143,254.039,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 18,20,appendix,RepresentationalanalysesforLlavaOnevision-7b.,184.781,421.373,226.016,431.336,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 19,20,appendix,RepresentationalanalysesforIdefics2-8b.,200.482,598.671,241.717,608.634,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 20,21,appendix,CMAresultsforQwen-2.5-VL-3b.,214.175,261.134,255.41,271.097,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 21,21,appendix,CMAresultsforQwen-2.5-VL-7b.,214.175,433.056,255.41,443.019,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 22,21,appendix,CMAresultsforQwen-2.5-VL-32b.,211.684,666.578,252.919,676.541,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 23,22,appendix,CMAresultsforLlava-1.5-7b.,223.251,241.399,264.486,251.362,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 24,22,appendix,CMAresultsforLlava-1.5-13b.,220.76,416.019,261.995,425.982,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 25,22,appendix,CMAresultsforLlava-OneVision.,214.634,590.64,255.869,600.603,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 26,23,appendix,PrincipalComponentAnalyses.StimulusconditionshowninFigure8.PCAresultsfor,108.0,685.886,148.946,695.849,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 27,24,appendix,RSAresultscomparingrelativevs.absolutespatialcodingschemesforQwen2.5models.,108.0,268.982,148.867,278.945,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 28,24,appendix,RSAresultscomparingrelativevs.absolutespatialcodingschemesforQwen2and,108.0,394.309,150.481,404.272,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 29,24,appendix,RSAresultscomparingrelativevs.absolutespatialcodingschemesforIdefics2-8b.,117.364,578.117,158.599,588.08,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 30,25,appendix,Interventionresultstestingforrelativevs.absolutespatialcodingschemes.,134.256,327.991,175.491,337.954,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 31,25,appendix,RSAforQwen2-VL.,241.921,498.768,283.156,508.731,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 32,25,appendix,RSAforQwen2.5-VL-3b.,231.744,625.71,272.979,635.673,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 33,26,appendix,RSAforQwen2.5-VL-7b.,231.744,193.853,272.979,203.816,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 34,26,appendix,RSAforQwen2.5-VL-32b.,229.253,325.047,270.488,335.01,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 35,26,appendix,RSAforLlava1.5-7b.,240.82,456.241,282.055,466.204,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 36,26,appendix,RSAforLlava1.5-13b.,238.329,587.436,279.564,597.399,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 37,26,appendix,RSAforLlavaOne-7b.,238.748,718.63,279.983,728.593,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 38,27,appendix,Qwen-2.5-VL-3B,248.287,263.041,289.522,273.004,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 39,27,appendix,Qwen-2.5-VL-7B,248.287,397.147,289.522,407.11,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 40,27,appendix,Qwen-2.5-VL-32B,245.796,531.253,287.031,541.216,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 41,28,appendix,Qwen-2-VL,259.495,213.842,300.73,223.805,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 42,28,appendix,Llava-1.5-7B,257.363,377.789,298.598,387.752,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 43,28,appendix,Llava-1.5-13B,254.872,541.797,296.107,551.76,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 44,28,appendix,Llava-OneVision,249.776,705.805,291.011,715.768,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 45,29,appendix,IllustrationoftheinterventionperformedwiththeCOCOdataset.,153.17,454.902,194.405,464.865,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 46,30,appendix,COCOinterventionresults.InterventionperformedonIDselectionheads.,135.934,374.282,177.169,384.245,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,figure,Figure 47,30,appendix,Ablationoftop-vs.bottom-Kheads(asidentifiedbyCMA)onacountingtask.Note,108.0,631.241,149.773,641.204,NimbusRomNo9L-Regu,9.963
iclr-2026-09d94b8d6d44,ICLR,oral,table,Table 1,31,appendix,Performance(accuracy)onhighvs.lowentropyscenedescription.Interventionperformed,108.0,538.589,140.02,548.552,NimbusRomNo9L-Regu,9.963
iclr-2026-0aa8e3fa3f6d,ICLR,oral,figure,Figure 1,2,main,WefinetuneMambaandPythia(Transformer)ontrajectoriescollectedfromdifferenttool-,108.0,248.28,143.885,258.243,NimbusRomNo9L-Regu,9.963
iclr-2026-0aa8e3fa3f6d,ICLR,oral,figure,Figure 2,3,main,Left:Illustrationofaninteractivetool-useagenttrajectorywithpointer-basedmemory,108.0,258.138,144.981,268.101,NimbusRomNo9L-Regu,9.963
