paper_id,repository,source_path,suffix,tools,hex_colors,figsizes_inches,font_sizes_pt,line_widths_pt,alpha_values,marker_literals,style_literals,dpi_values,uses_grid,uses_legend,uses_errorbar,uses_fill_between,uses_log_axis,uses_booktabs,uses_resizebox,uses_small_font,export_formats
iclr-2026-198f06993051,ttsds/pipeline,scripts/figures/create_table.py,.py,pandas,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-198f06993051,ttsds/pipeline,scripts/figures/run_all.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-198f06993051,ttsds/pipeline,scripts/figures/utils.py,.py,matplotlib|seaborn,,,,,,,default,300,0,0,0,0,0,0,0,0,
iclr-2026-247f0a285827,https://arxiv.org/abs/2510.19363,appendix.tex,.tex,plotly|latex,,,8.2|8.5,,,,,,0,0,0,0,0,1,1,1,
iclr-2026-247f0a285827,Wangmerlyn/KeyChain,difficulty_analysis/lb2_acc_length.ipynb,.ipynb,matplotlib|pandas,,6x4,10,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-247f0a285827,Wangmerlyn/KeyChain,difficulty_analysis/redraw_niah.ipynb,.ipynb,matplotlib|seaborn|pandas,#0CD79F|#EBB839|#F0496E,14x7,20,1,,,white|poster|ticks,,0,0,0,0,0,0,0,0,
iclr-2026-247f0a285827,https://arxiv.org/abs/2510.19363,eval.tex,.tex,latex,,,,,,,,,0,0,0,0,0,1,1,1,
iclr-2026-247f0a285827,https://arxiv.org/abs/2510.19363,iclr2026_conference.sty,.sty,,,,,,,,,,0,0,0,0,0,0,0,1,
iclr-2026-247f0a285827,https://arxiv.org/abs/2510.19363,intro.tex,.tex,latex,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-247f0a285827,https://arxiv.org/abs/2510.19363,main.tex,.tex,latex,,,10,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-247f0a285827,https://arxiv.org/abs/2510.19363,method.tex,.tex,latex,,,8,,,,,,0,0,0,0,0,1,1,1,
iclr-2026-247f0a285827,rStar-RL/LoongRL,verl/verl/trainer/config/evaluation.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-2a0b369c60a9,yingchengyang/ExDM,URL/result_maze.py,.py,matplotlib|pandas,#000000|#0072B2|#009E73|#313695|#4daf4a|#74add1|#984ea3|#CC79A7|#D55E00|#d73027|#F0E442|#f46d43|#f781bf|#ffc832,,,2,0.2,,,,0,1,0,1,0,0,0,0,png
iclr-2026-31327f1d20e6,holi-lab/SimuHome,data/benchmark/qt1_feasible_seed_1.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/blockscaled_gemm_sm100/figures/blockscaled_data_path.svg,.svg,,#0f172a|#1f2933|#1f6feb|#263238|#334155|#344054|#475569|#4cae68|#6da9ff|#94a3b8|#a56ae8|#cbd5e1|#d49a30|#d9e6f2|#e8f4ff|#e9f8ef|#eef6ff|#f2fff8|#f4ecff|#f6fbff|#f7fff9|#f8fafc|#fbfaf6|#fff5df|#ffffff,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/blockscaled_gemm_sm100/figures/blockscaled_sf_layout.svg,.svg,,#0f172a|#111827|#16a34a|#1f2933|#238636|#2563eb|#263238|#334155|#475569|#4cae68|#64748b|#6da9ff|#b45309|#b7791f|#d0d7de|#d49a30|#db2777|#dbeafe|#dcfce7|#e8f4ff|#e9f8ef|#f7fbff|#f8fafc|#f8fff8|#fbfaf6|#fce7f3|#fef3c7|#fff5df|#ffffff,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/blockscaled_gemm_sm100/figures/blockscaled_variants.svg,.svg,,#0f172a|#111827|#1f2933|#238636|#263238|#334155|#475569|#4cae68|#6da9ff|#a56ae8|#d0d7de|#d49a30|#e28a60|#e8f4ff|#e9f8ef|#f4ecff|#f7fbff|#f8fafc|#f8fff8|#fbfaf6|#ffe9e4|#fff5df|#ffffff,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/blockscaled_gemm_sm100/figures/blockscaled_warp_specialization.svg,.svg,,#0f172a|#1f2933|#263238|#334155|#475569|#4cae68|#6da9ff|#94a3b8|#a56ae8|#d0d7de|#d49a30|#e8f4ff|#e9f8ef|#f4ecff|#f7fbff|#f8fafc|#f8fff8|#fbfaf6|#fff5df|#ffffff,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/plot_layout/fragment_mfma_load_a.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/plot_layout/fragment_mma_load_a.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/plot_layout/layout_swizzle.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/plot_layout/layout_transform.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,examples/visual_layout_inference/visual_layout_inference.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,tilelang/analysis/layout_visual.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-322bd0a9b17a,tile-ai/tilelang,tilelang/tools/plot_layout.py,.py,matplotlib,#333333|#666666|#aaaaaa,,24,0.5|0.8|1.5,,,,255|80,0,1,0,0,0,0,0,0,
iclr-2026-3b8d372687ad,EricTan7/Veritas,DeepfakeBench/analysis/heatmap_tab2.py,.py,matplotlib|seaborn|pandas,,55x5,15|20,,,,,,0,0,0,0,0,0,0,0,png
iclr-2026-3b8d372687ad,EricTan7/Veritas,DeepfakeBench/analysis/plot_curve.py,.py,matplotlib|pandas,,10x6,,1,,,,,1,1,0,0,0,0,0,0,
iclr-2026-3b8d372687ad,EricTan7/Veritas,scripts/utils/plot_loss.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/lmms_eval/tasks/blink/blink_visual_correspondence.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/lmms_eval/tasks/blink/blink_visual_similarity.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/qwen_vl/data/draw_marker.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/qwen_vl/model/vggt/utils/visual_track.py,.py,matplotlib,,,,,,,,,1,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/qwen_vl/visualization/__init__.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/qwen_vl/visualization/img_drawer.py,.py,matplotlib,,,,,0.75,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/unidepth/utils/visualization.py,.py,matplotlib,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/visualize_tools/default_color_map.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3c3e3a191645,Vegetebird/CA-MLLM,src/visualize_tools/img_drawer.py,.py,matplotlib,,,,,0.75,,,,0,0,0,0,0,0,0,0,
iclr-2026-3f0f7132b565,facebookresearch/lst,lst/plotting/__init__.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3f0f7132b565,facebookresearch/lst,lst/plotting/config_entropy_figure.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3f0f7132b565,facebookresearch/lst,lst/plotting/config_scaling_figures.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3f0f7132b565,facebookresearch/lst,lst/plotting/entropy_figure.py,.py,pandas,#474747,,15,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-3f0f7132b565,facebookresearch/lst,lst/plotting/scaling_figures.py,.py,pandas,#1f77b4|#2ca02c|#ff7f0e,,,,,,,,0,1,0,0,0,0,0,0,
iclr-2026-421310926c11,jchang153/EigenBench,pipeline/train/plots.py,.py,matplotlib,#377eb8|#FFFFFF,20x12|15x7,8|14|10|12|13|16,0.55|0.8|1.2,0.72|0.78|0.3|0.35,^|o|s,-|None,220,1,1,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bbh/cot_fewshot/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bbh/cot_zeroshot/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bbh/fewshot/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bbh/zeroshot/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bigbench/generate_until/figure_of_speech_detection.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bigbench/generate_until/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bigbench/multiple_choice/figure_of_speech_detection.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/bigbench/multiple_choice/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,lm_eval/tasks/leaderboard/bbh_mc/penguins_in_a_table.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4826a74c05ee,socialfoundations/lm-harmony,notebooks/all_results.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,FTsvd/diffusers-private/diffusers/dependency_versions_table.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,downstream/utils/habitat_visualize.py,.py,matplotlib,,12x8,,,0.8,o,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,downstream/visualize.py,.py,,,,20,,100|255,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,downstream/world-in-world-manip/wiw_manip/evaluator/config/visual_icl_examples/eb_navigation/ebnav_visual_icl.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,downstream/world-in-world-manip/wiw_manip/planner/utils/visualize.py,.py,,,,20,,100|255,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,subtrees/open-eqa/data/metrics/gpt_answer-metrics.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,subtrees/open-eqa/data/results/AEQA_blind/open-eqa-184-Qwen--Qwen2.5-VL-72B-Instruct-AWQ-1234.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d1471a91635,World-In-World/world-in-world,subtrees/open-eqa/data/results/AEQA_blind/open-eqa-41-Qwen--Qwen2.5-VL-72B-Instruct-AWQ-1234.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d615382a559,AI4Science-WestlakeU/RealPDEBench,realpdebench/configs/cylinder/unet.yaml,.yaml,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-4d615382a559,AI4Science-WestlakeU/RealPDEBench,realpdebench/data/numerical_real_compare.py,.py,matplotlib,,,,,,o|x,,,0,1,0,0,0,0,0,0,pdf
iclr-2026-4d615382a559,AI4Science-WestlakeU/RealPDEBench,realpdebench/utils/metrics.py,.py,matplotlib,,,,,,o|x,,,0,1,0,0,0,0,0,0,pdf
iclr-2026-4ddcea898ef4,maswang32/latentfouriertransform,reproduce_results/demos/eq_plots.py,.py,matplotlib,#DF00FE|#edebeb,,,,,,,,1,1,0,1,0,0,0,0,
iclr-2026-4ddcea898ef4,maswang32/latentfouriertransform,reproduce_results/sweep/sweep.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-1.py,.py,matplotlib|seaborn|pandas,#f0f0f0,6.4x5.0,10|18|8|14,2|0,0.8|1|0.2,,"whitegrid|round,pad=0.18|--",,0,1,0,0,0,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-2.py,.py,matplotlib|seaborn|pandas,#000000|#ffffff,,20|12|16|24|18|14|11.1,4|2|0,0.8|0.6|0.5|0.2,o,"whitegrid|--|round,pad=0.22",,0,0,0,1,1,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-3.py,.py,matplotlib|seaborn|pandas,,,12|14|16|18|24|7,2|0|4,0.4|0.8|0.2,o,"whitegrid|round,pad=0.15|round,pad=0.24",,0,1,0,1,1,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-4-separate-subtasks.py,.py,matplotlib|seaborn|pandas,,,14|24|18,4,0.8|0.2,o,whitegrid,,0,1,0,1,0,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-4.py,.py,matplotlib|seaborn|pandas,,,14|24|18,4,0.8|0.2,o,whitegrid,,0,1,0,1,1,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-5.py,.py,matplotlib|seaborn|pandas,#7eaed2|#aac8e1,3.2x2.4|6.4x4.8|3.6x1.6,7|9|14,2|0,0.8|0.4,o,"whitegrid|round,pad=0.1",,0,1,0,0,1,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-6-all-benchmarks.py,.py,matplotlib|seaborn|pandas,,,14|24|18|10|20,4,0.8|0.2,o|s,whitegrid|--,,0,1,0,1,0,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-6-combine-subtasks.py,.py,matplotlib|seaborn|pandas,,,14|24|18|10|20,4,0.8|0.2,o|s,whitegrid|--,,0,1,0,1,1,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-6.py,.py,matplotlib|seaborn|pandas,,,14|24|18|10|20,4,0.8,o|s,whitegrid|--,,0,1,0,0,0,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-different-thresholds-mdad.py,.py,matplotlib|seaborn|pandas,,,14|24|18,4,0.8|0.2,o,whitegrid,,0,1,0,1,1,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,figure-num-source-models-panel.py,.py,matplotlib|seaborn|pandas,#80b1d3|#8dd3c7|#b3de69|#bc80bd|#bebada|#fb8072|#fccde5|#fdb462,,18|24|16|20,4,0.8|0.2,o,whitegrid,,0,1,0,1,0,0,0,0,pdf
iclr-2026-51419d6897b2,dill-lab/micro-benchmarking-reliability,plot_utils.py,.py,matplotlib|seaborn|pandas,#80b1d3|#8dd3c7|#b3de69|#bc80bd|#bebada|#c9daf8|#d0e0e3|#d9d2e9|#d9ead3|#f4cccc|#fb8072|#fccde5|#fce5cd|#fdb462|#fff2cc,,,,,,whitegrid,,0,0,0,0,0,0,0,0,
iclr-2026-557a29cfb5fa,UtkarshMishra04/CDGS_ogbench,diffuser/utils/ogb_paper_vis_utils/ogb_vis_multi_agent_utils.py,.py,matplotlib|seaborn,,,,,0.3|0.5|1.0,ball_marker,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/analysis/figures.py,.py,matplotlib|seaborn|plotly|pandas|latex,,,,1.25,0.05,o,Environment|Algorithm,300,0,1,1,0,0,0,0,0,pdf|png
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/analysis/plot_metrics.py,.py,matplotlib|seaborn|pandas,,,,,,,,,1,1,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/analysis/supplemental.py,.py,matplotlib|pandas,,,,0.3,,,-,600,1,0,0,0,1,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/mpl_styles/archive_visualization.mplstyle,.mplstyle,matplotlib,,,7.0,0.3|1.5,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/mpl_styles/discount_viz.mplstyle,.mplstyle,matplotlib,,,10.0,0.3|1.5,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/mpl_styles/heatmap.mplstyle,.mplstyle,,,,,0.5|1.5,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/src/mpl_styles/simple.mplstyle,.mplstyle,matplotlib,,,12.0,0.0|1.5|1.0,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,analysis/table.tex,.tex,latex,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,src/domains/mnist/visualize.py,.py,pandas,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,src/evaluation.py,.py,matplotlib|plotly,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,src/utils/text_plot.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-629630d76e2f,icaros-usc/discount-models,src/visualize.py,.py,matplotlib,,,,0.5,0.7,.|^|x,,,0,1,0,0,0,0,0,0,
iclr-2026-649b366699a1,facebookresearch/MetaEmbed,colpali_engine/collators/visual_retriever_collator.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-6e52571c3da4,structuredllm/RefineStat,refinestat/refinegen/itergen/case_studies/sql/create_table.py,.py,latex,,,,,,,,,0,0,0,0,0,1,0,1,
iclr-2026-6e52571c3da4,structuredllm/RefineStat,refinestat/refinegen/itergen/itergen/syncode/syncode/utils/sql_spider_eval/evaluation_examples/examples/tables.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-6e52571c3da4,structuredllm/RefineStat,refinestat/refinegen/itergen/itergen/syncode/syncode/utils/sql_spider_eval/preprocess/get_tables.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-72f24b2e940f,SPOC-group/QuadraticNetPowerlaw,visualisation.ipynb,.ipynb,matplotlib|pandas,#73AF48|#94346E|#E17C05,8x4,,0.5|0.1,1|0.03|5|10|2,.,,,0,1,0,0,1,0,0,0,pdf
iclr-2026-747836133659,lcy2723/WebDevJudge,data/index2category.csv,.csv,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-747836133659,lcy2723/WebDevJudge,data/index2label.json,.json,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-77178098d85f,scaleapi/mrt,experiments/human_augmented/visualizer.py,.py,,#06b6d4|#0f172a|#10b981|#1e293b|#334155|#3b82f6|#64748b|#94a3b8|#ef4444|#f59e0b|#f8fafc,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/agentcompany_aware_results_table.ipynb,.ipynb,matplotlib|seaborn|pandas,,7x6,18|16,0,0.3|0.75,,,300,1,1,1,0,0,0,0,0,
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/agentcompany_unaware_aware_comparison_table.ipynb,.ipynb,matplotlib|seaborn|pandas,,7x6,18,0,0.3|0.4,,,300,1,1,1,0,0,0,0,0,
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/appendix_monitoring_chunk_size_ablation.ipynb,.ipynb,matplotlib|seaborn|pandas,,7x6|9x6,16,2,0.1,o,,300,1,1,0,1,0,0,0,0,pdf
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/aware_results_table.ipynb,.ipynb,matplotlib|seaborn|pandas,,7x6,18|16,0,0.3|0.75,,,300,1,1,1,0,0,0,0,0,
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/aware_scaling_law_plot.ipynb,.ipynb,matplotlib|seaborn|pandas,,7x6|7x8,,,0.8|0.3,s,--,300|600,1,1,0,0,0,0,0,0,pdf|png
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/human_augmented_monitoring_strategies.ipynb,.ipynb,matplotlib|seaborn|pandas,,8x8|10x8|12x6,,2|0.5,0.5|0.6|0.8|0.3,,--,300,1,1,1,0,0,0,0,0,pdf
iclr-2026-77178098d85f,scaleapi/mrt,notebooks/final/unaware_aware_comparison_table.ipynb,.ipynb,matplotlib|seaborn|pandas,,7x6,18,0,0.3|0.4,,,300,1,1,1,0,0,0,0,0,
iclr-2026-77178098d85f,scaleapi/mrt,utils/plotting_utils.py,.py,,,,,,1,,,,0,0,0,0,0,0,0,0,
iclr-2026-77178098d85f,neilkale/mrt-vercel-app,visualizer.py,.py,,#06b6d4|#0f172a|#10b981|#1e293b|#334155|#3b82f6|#64748b|#94a3b8|#ef4444|#f59e0b|#f8fafc,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/off_moo_bench/evaluation/plot.py,.py,matplotlib,,10x8|20x20,,,,,,,0,1,0,0,0,0,0,0,pdf|png
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/off_moo_bench/problem/morl/scripts/plot/mujoco_play.py,.py,,,,,,,,,,0,0,0,0,0,0,0,0,
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/plot/plot.py,.py,matplotlib,,10x8|20x20,,,,,,,0,0,0,0,0,0,0,0,pdf|png
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/plot/plot_all.py,.py,matplotlib,,15x6,,,,,,,0,0,0,0,0,0,0,0,png
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/plot/plot_all_pf.py,.py,matplotlib,,25x25,,,,,,,0,0,0,0,0,0,0,0,pdf|png
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/plot/plot_data_pruning.py,.py,matplotlib,,13x13,,,1.0,,,,0,0,0,0,0,0,0,0,pdf|png
iclr-2026-7c24d2356ca5,jatan12/PCD,offline_moo/plot/plot_dataset.py,.py,matplotlib,,25x25,,,,,,,0,0,0,0,0,0,0,0,pdf|png
